2017-06-10 23:43:20	29
2017-06-10 23:52:30	28
2017-06-11 00:01:40	27
2017-06-11 00:06:49	29
2017-06-11 00:06:54	27
2017-06-11 00:06:59	28
2017-06-11 00:07:04	29
2017-06-11 00:07:09	27
2017-06-11 00:07:14	27
2017-06-11 00:07:19	27
2017-06-11 00:07:24	28
2017-06-11 00:07:29	28
2017-06-11 00:07:34	27
2017-06-11 00:07:39	26
2017-06-11 00:07:44	28
2017-06-11 00:07:49	28
2017-06-11 00:18:29	27
2017-06-11 00:28:29	27
2017-06-11 00:38:29	27
2017-06-11 00:48:29	27
2017-06-11 00:58:29	27
2017-06-11 01:08:29	26
2017-06-11 01:18:29	27
2017-06-11 01:28:29	28
2017-06-11 01:38:29	28
2017-06-11 01:48:29	27
2017-06-11 01:58:29	28
2017-06-11 02:08:29	27
2017-06-11 02:18:29	26
2017-06-11 02:28:29	28
2017-06-11 02:38:29	27
2017-06-11 02:48:29	28
2017-06-11 02:58:29	28
2017-06-11 03:08:29	27
2017-06-11 03:18:29	26
2017-06-11 03:28:29	27
2017-06-11 03:38:29	27
2017-06-11 03:48:29	28
2017-06-11 03:58:29	27
2017-06-11 04:08:29	26
2017-06-11 04:18:29	27
2017-06-11 04:28:29	27
2017-06-11 04:38:29	28
2017-06-11 04:48:29	28
2017-06-11 04:58:29	28
2017-06-11 05:08:29	27
2017-06-11 05:18:29	29
2017-06-11 05:28:29	27
2017-06-11 05:38:29	29
2017-06-11 05:48:29	28
2017-06-11 05:58:29	28
2017-06-11 06:08:29	28
2017-06-11 06:18:29	29
2017-06-11 06:28:29	28
2017-06-11 06:38:29	28
2017-06-11 06:48:29	28
2017-06-11 06:58:29	27
2017-06-11 07:08:29	28
2017-06-11 07:18:29	28
2017-06-11 07:28:29	27
2017-06-11 07:38:29	27
2017-06-11 07:48:29	27
2017-06-11 07:58:29	27
2017-06-11 08:08:29	29
2017-06-11 08:18:29	27
2017-06-11 08:28:29	28
2017-06-11 17:23:37	
*2017-06-11 17:23:39	EMR
